book_name,c_content,c_reader,cid
目送,龙应台实在是一个悲天悯人的人，对父母、儿女、兄妹，还有异国他乡、颠沛流离者的关爱，让你不能不觉得，她是孤独的。也许就是这种孤独，让她有了一颗更加细腻、敏感的心：“人世间大大小小的起起落落，最后还是沉寂于生活中的点点滴滴。龙应台的文笔出众，更出众的是她那份细微的感知生活的之美一颗心。”我读此书，没有太深感触，恐怕是阅历还不够丰富吧。,一凹,474069850
目送,"人生本来就是旅程。夫妻、父子、父女一场，情再深、义再厚，也是电光石火，青草叶上一点露水，只是，在我们心中,有万分不舍。",空思,737694772
目送,有些矯情,逃禪的墮葉,782321249
目送,当blog看看还行，印刷成出版物就没那么庄重了。,anonymous,1045344161
目送,我慢慢地了解到，所谓父女母子一场，只不过意味着你和他的缘分就是今生今世不断目送他的背影渐行渐远。你站在小路的这一端，看见他逐渐消失在小路转弯的地方，而且他用背影告诉你，不必追。 ,福根儿,640622465
撒哈拉的故事,予我一匹马，与你仗剑走天涯,[已注销],724720877
撒哈拉的故事,重要的其实不在于文学本身,Daneestone,168116843
撒哈拉的故事,头一回认认真真去羡慕一个人的生活。（并没有向往“你看你看，她伤害了我的骄傲”的大沙漠，也没想要去流浪）只是想到以前看精怪故事集讲两个普通人，“他们一直活得很快乐，到死都有酒喝”，要以后没有的变故那说得就是三毛，潇洒快乐一辈子，活在生活里，乐在尘世外。,筷喜旺,886336617
撒哈拉的故事,“我慢慢坐下去，好似一个君王”…用了两个课时的时间读完了，读起来才发现大部分是我以前读过的文章，但再看一次依然没有放过每一个字，所有的艰难都没有抱怨，所有的喜悦就是喜悦，尽管掺杂着更多的苦恼，但她却没有让它扫了喜悦的兴，选择了放到最后再同我们心平气和地谈起。这时候一句“吃得了苦，才尝得了甜”已经不能概括你的所得了吧:D,满 满,456102509
撒哈拉的故事,陪伴了我走过乏味青春并给予我关于漂泊之梦想的书．那个时候，甚至是现在，三毛都是一种精神的代名词．是的，她是我的精神偶像之一．,周冲,495269145
撒哈拉的故事,每想你一次，天上飘落一粒沙，从此形成了撒哈拉。,Ai-Lain,371215127
撒哈拉的故事,三毛是一个被人们过于神化的普通人。她只是活得够真，但这种真却反衬出我们这些普通人的无奈和虚伪。她和她的故事一再地在向我们提出一个困惑着绝大部分人的问题:生活，究竟该为谁而活?,哆啦C梦2.0,792365887
撒哈拉的故事,春天的雨收集了，晾干，就变成了粉丝。,腰腰,15511273
撒哈拉的故事,我想我过了读三毛的季节了。,Mars,24421908
撒哈拉的故事,在这本书里 荷西死之前 我仿佛看到了那个生动的echo 对不同生活充满了无限的期待和向往 撒哈拉这个地方不是一般意志力的人能够继续待下去的 三毛在这里发生了很多有趣的事 是人生中很宝贵的一批财富 她说 无论青菜豆腐都得尝尝 不然枉费了走这一遭啊 echo所描述的和荷西呆在一起的婚姻生活和荷西死后是完全不同的 这本书里更显生动和真实 这里有爱有情有童话 但更可贵的是还有柴米油盐 习惯了童话故事的人们在看这种有柴米油盐的爱情生活是很值得回味的 并不是所有的人都会厌恶这样的生活 也不是说爱情里一旦添入了柴米油盐就会变味 echo对于荷西就是一个精灵 她值得被荷西深爱 也值得每一个男人去追求 简单的生活 一点都不充裕的物质条件 echo却可以把她的生活安排的充满了趣味 努力而真正的追求生活的格调 ,Candice,339850523
撒哈拉的故事,过了初中就别再读三毛了，是对智商和审美的极大侮辱。神烦文艺青年。（p.s.文艺青年可不等同于文学青年╭(╯^╰)╮）,羊驼君的大眼睛,1215583312
撒哈拉的故事,12岁。从此与她纠结不清。,眠去,10391005
撒哈拉的故事,沙漠在三毛笔下很美好很梦幻般的感觉，看三毛的文字很舒服很清爽，这个时候的三毛也很幸福…,末摘花,1349346966
撒哈拉的故事,三毛的书里头最喜欢的一本。抑制不住的流泪的冲动。沙漠民族的天真与私利，还有三毛的爱和洒脱。他们怎么可以这样子。她怎么可以这样子。,幻,2964089
撒哈拉的故事,你伤害了我的骄傲,Sundance小千,60062832
撒哈拉的故事,不管别人怎么评论，这本书给了我对世界的向往，很感激它,花皮瓜,18298885
撒哈拉的故事,"你从撒哈拉来，
要到天堂去，
万水千山走遍，
只为梦中的橄榄树。
",潜水钟 不侧漏,1193661001
撒哈拉的故事,3个迷思：三毛，张爱玲，红楼梦。我真是百思不得其解，半点感觉也没有！,一一,25196613
撒哈拉的故事,确实很精彩，三毛的感情细腻文笔也细腻，真好,京京是个小可爱,1193748934
撒哈拉的故事,生命中不管是阳春白雪还是豆腐青菜，我都想要尝一尝，才不枉这世上走一遭~三毛是个奇女子，我喜欢她,小丸子,962830827
傲慢与偏见,影响当今的偶像剧、言情小说太多太多了，绝对是言情小说的源头啊……不过可惜现在的偶像剧、小说只学到奥斯汀的套路，却缺乏那一种敏锐感以及对社会的鞭挞，因此沦为娱乐的工具。以此看来，奥斯汀值得经典,Comel,476099462
傲慢与偏见,女人和男人写出来的东西真是不一样。同样是爱情，女人事无巨细的小世界，充满细碎的心理和对话描写，而站在男人的世界，无非就是爱与不爱了,ʚ袖袖袖ɞ,763966342
傲慢与偏见,女孩儿爱这本书就像男孩爱基督山伯爵一样,米兰,485361558
傲慢与偏见,开启kindle扫击名著模式。,魏小河,745943355
傲慢与偏见,误会是必然的，谅解是偶然的，相爱是偶然中的偶然。,Vamei,573401143
傲慢与偏见,现实中也许会有伊丽莎白，却不太会有达西，所以伊丽莎白会变成剩女,Jadie Shepard,750729334
傲慢与偏见,那个用求婚来表示我爱你的年代让人颠倒沉沦,方轮自行车,378591886
傲慢与偏见,不！好！看！翻译腔重！全是无趣对话！剧情毫无亮点！弃！,杨小冬。,695278750
傲慢与偏见,心心念念达西先生，却被一条点评泼得满脸冷水，她写到，Jane Austen 说过世界上没有达西生生。,树。,737703045
傲慢与偏见,受不了奥斯丁的所有小说，一堆女人男人磨磨蹭蹭叽叽歪歪，烦死了,chasca,390657935
傲慢与偏见,类似唐顿庄园。。书一般吧，没感觉多经典。两对爱情，从认识写到结婚，一年时间。一对从开始就有好感，一对从开始没好感，不过最后都幸福在一起了。有钱，有美貌。。感觉那些女人的生活真是枯燥啊，如果没有舞会，也就太死气沉沉了。。。,千山月,702897708
傲慢与偏见,"简是把所有实现不了的梦都寄托在这本书中了，
快35岁的单身身份读着这个故事，也会为书中的大团圆结局高兴，但真的也只是看看而已了。
最近看的童话故事太多，不利于身心健康。20131229",半袖,759391165
傲慢与偏见,一出场人物的各自性格都设定好了，矛盾冲突也做好了铺垫，作者就放心地设计一场又一场好戏，果然是适合改编成影视剧。印象特别深刻的是女主人公伊丽莎白特别喜欢“大叫”，见到亲人激动地大叫，看到来信“不禁大叫起来”……,邓安庆,856430902
傲慢与偏见,不过又是一个王子跟灰姑娘的故事罢了,路易思,54439487
傲慢与偏见,莉兹的独立和聪明，简的善良和宽容，搭配上她们漂亮的脸蛋儿，都是很迷人的。然而简奥斯丁太刻薄了，而这刻薄所针对的，除了那位贵族老寡妇，全是自己最亲近的人，愚蠢的妈妈，没有同情心的父亲，势利眼的表亲，放荡的姊妹…未免太无情了一点。从女人那里，你更明白爱情的发生，是建立在很多现实的条件基础之上的,石英,1001704837
傲慢与偏见,无语,海上蘭舟,35812001
傲慢与偏见,英国琼瑶！,seventime·小7,840381355
傲慢与偏见,亮点在何处..,风夜|还至本心,464290737
傲慢与偏见,达西先生是我童年偶像心中白马王子,三七莲华,508262560
傲慢与偏见,完全理解不了为什么有那么多人狂热的喜欢。奥斯丁也太八卦了。,子文东,10487274
哈利·波特与魔法石,回头再看，第一本算是光明又轻盈的。,默音,594371720
哈利·波特与魔法石,很久很久以前，遇到一个故事，故事里的男孩有个闪电形的伤疤。后来男孩长大了，我们也长大了。后来故事结局了，我们也快要忘记最初最初的那些感动了。,八月·水语,181706517
哈利·波特与魔法石,死亡不过是另一次伟大的冒险。,丹朱AI🌵,530442752
哈利·波特与魔法石,啊，要是我十年前就读了这本书，我会不会变成一个哈迷呢,梵小凡,924181888
哈利·波特与魔法石,写这本书的时候，JK这个离婚女人正领着低保，带着女儿，在小阁楼里挨冻。魔法世界是她唯一可仰仗的希望。童话怎么变成史诗？说到底，还是情怀。,动机在杭州,491602346
哈利·波特与魔法石,十年前的第一次沉迷。,[已注销],430456163
哈利·波特与魔法石,头一次出于工作需要去读一本书，却可悲地证明了，童年一旦错过就永远错过了。在一部广受欢迎的童书里，几乎找不到多少阅读快感，这到底是老了还是所谓的成熟了？说不清，于是只好泪奔……,猪头妖怪,594921824
哈利·波特与魔法石,毕竟是十年磨一剑的作品，第一部故事十分精彩而不冗余，后面一部比一部冗长和莫名奇妙。一分扣在世界观上，书中的魔法世界像是一个根本没法脱离，却硬要显得自己比麻瓜世界牛逼的装逼国度，和英国人自诩高贵的毛病如出一辙。相比之下中国的修仙者简直就是你们凡人的世界与我何干，已经牛逼到不用装的程度...,southstarj,769066257
哈利·波特与魔法石,第一次看这本书是都么让人激动,曾良君,403010507
哈利·波特与魔法石,小学看的，也是目前为止看的唯一一部《哈利·波特》的书，电影我倒是都补上了。大学暗暗想要考研后把这类书都读一遍，虽然研一还抱着这种想法，但到现在，感觉已经完全不可能了。而且看的电影还在堆积，留下的书却越来越多，我指《哈利·波特》系列、《指环王》系列、《冰与火之歌》系列、《纳尼亚传奇》系列，以及中国的诸如平江不肖生的《江湖奇侠传》，还有更重要的还珠楼主的《蜀山剑侠传》，俱往矣。随着我武侠小说创作计划的无限延异和对古龙的渐行渐远，我唯一能看完和将看完的可能也只有金庸全集了罢。而国外的则只能是把相关的电影全部看完了。那个热爱阅读的孩子现在已经不是非常热衷于阅读这些作品了，那个热爱阅读的孩子就像沛公说的一样，觉得就算是看《长城》的影评，也比看《长城》电影好，批评是文学的文学，而这些已不够满足我之文学欲,陆钓雪杜诗镜铨,1182527177
哈利·波特与魔法石,一切从柠檬冰糕开始~,闲闲圈四号,100826965
哈利·波特与魔法石,都是借老哥的书。前三本是最经典的。,Silvara澈,53813453
哈利·波特与魔法石,休憩21st.初读是高一，我觉得这本和火焰杯是七本中最杰出的，这本书写的很自在，无欲无求轻松闲适，哈系列越到后面就越写的刻意而着急，这本这样轻松的氛围很让人怀念而放松，另外有着大板牙的赫敏是那么激萌，若干次我都几乎咆哮出声，哈利，hug her!kiss her!为啥要把这样的萌物让给罗恩？这就是静香爱大雄式的才女爱笨哥们儿啊！,神威,632047550
哈利·波特与魔法石,这是童年的最美，文学的浪漫狂想，所有其他无非替代的美丽。,曼仔,151288632
哈利·波特与魔法石,梦的开启,米米米妮,444616447
哈利·波特与魔法石,童年,everythinbagel,352663874
哈利·波特与魔法石,初中老师要求，老妈帮我借来了两本，稀里糊涂看的。还是不喜欢这类西洋风格。电影也觉得一般。那个时候很多好伙伴、同学喜欢这个，我却喜欢EVA、最终流放之类。,悟仁,419627387
哈利·波特与魔法石,"形容一件事不可能,就像斯内普法发糖一样.",ocean,268436595
哈利·波特与魔法石,哈利波特系列是越写越好的，第一本真的还是挺儿童读物的感觉，我直到快30了才看了书，所以没有我同学当年看的时候的兴奋感了,只此务虚,918605000
哈利·波特与魔法石,斯内普啊，我从看第一本就觉得心疼你了啊,飞客流依,284411012
明朝那些事儿（壹）,从头到尾看到朱允炆脑子里浮现出来的仍然是徐峥的脸…………,浅苍,336445244
明朝那些事儿（壹）,如果高中的历史课本可以这样写，我也不至于历史垫底了。。。备受重默的煎熬,Lu噜,987998857
明朝那些事儿（壹）,kindle版。阅读感强是不容否认的，但口水文章太多，其实以书的形式出版前应该对文体进行统一，语言也应该再进一步梳理，没有必要保留那种过分闲散的架势。很多关键的史实如果加上注释则更好。很多经典的历史普及读物不但是语言有趣，形式新颖，其最核心的地方还在于史实相识，立论读到，轻松之余不丢严谨。从这一点讲《明朝那些事儿》还远远不足，仅可作为地铁读物。,Paradox,733414308
明朝那些事儿（壹）,读的感觉很怪异，它不能算史书，甚至连写历史的书我都不认为算， 应该归在历史小说类。书中作者自我观点太多，有点无语。 可是依然给五星，难得有人写出这么轻松易读的历史小说。。。,小亚,521645542
明朝那些事儿（壹）,这套书，当年的或蹲或坐的在书城看完的！,苏豆芽,544636667
明朝那些事儿（壹）,"读《明朝》系列我才正在明白袁腾飞所说的“读历史就是读人心”是什么。用最诙谐的语言说出最睿智的话，深深的话，浅浅的说。不过我笑点太低，好几次在上课看的时候笑喷，形而下的好书！
",沉歌,195537075
明朝那些事儿（壹）,看完后觉得朱元璋和毛某人在某些方面有惊人的相似。PS：作者也太贫了吧，我第一次看历史故事竟然能屡次笑的人仰马翻啊！！！,吴异.nova,592312704
明朝那些事儿（壹）,敢写历史的人是要有厚积薄发和一定的人生阅历的不然就无力支撑那些厚重的人和事 最好还要诙谐幽默一点 这样才会更引人入胜不会枯燥 需要的不是教科书的那种书籍 是要耐看有血有肉能够融入那些场景的书 作者做到了这一点 于是就成功了,独善其身,452727962
明朝那些事儿（壹）,当代通俗历史之滥觞，标注此本代替全套，想起来回头标这本书是因为在读顾诚先生的明末农民战争史，于是又翻出第七本对照看了下，不由气结，袁崇焕的争议没有写明不说，那种避重就轻的态度和一味心灵鸡汤的写法，真心够了，这是本可以和于丹论语心得相提并论的书，一样的蒙童水准，一样的大红大紫，一样的普世启蒙功德无量，一样的存在意义远大于学术价值,神威,466345592
明朝那些事儿（壹）,历史评书小说，强调逻辑而不见逻辑，言称分析而不见分析，花架子多了让人不舒服。,苏杭,48452102
明朝那些事儿（壹）,朱元璋的事迹说明，制度总有其形成的历史必然性，不可以想当然地乱改，没文化真可怕。,丹朱AI🌵,600774869
明朝那些事儿（壹）,深入浅出，雅俗共赏，不拘一格拆解历史，努力还原历史真相，非常好看；第一部印象最深：常遇春桀骜的作战风格；建文帝愚蠢的仁慈。,欢乐分裂,770838200
明朝那些事儿（壹）,画风还挺幽默的，但是不知不觉就越来越虐了。。。😭,荀水,1376143670
明朝那些事儿（壹）,犹记得朱元璋的人生准则，要么不做，要么做绝。,汪拾叁,449604451
明朝那些事儿（壹）,幽默爆笑，侧重写人，历史事件并不全面，可能掺杂太多个人情感，有没有夹带私货，多看点历史自会判断。,苹果派甜,1345757779
明朝那些事儿（壹）,写得太浅薄，文笔亦差，看过黄仁宇的书再看这个，就如大人瞅积木,大灰狼,449325486
明朝那些事儿（壹）,一般般,朱迪BlueJazz,507826137
明朝那些事儿（壹）,这几天刚好用kindl看了，挺有意思的，难得将历史类书籍给看完了,淡咖啡,1320056728
明朝那些事儿（壹）,其实历史就应该这么讲出来，都写的跟史记一样还不如直接看史记去呢,为中华崛起接盘,608178526
明朝那些事儿（壹）,虽细节略失之粗疏，但确实证明了可读性才是畅销书的王道,猫不许,463092653
简爱（英文全本）,我一直以为这是本小书，没想到竟然有五十万字…这其实是一部女文青的YY史，它告诉姑娘们即便你穷、低微、不美、矮小，但只要你有灵魂有心，你一定会遇见那个命中注定的老瞎子，他曾由于下半身动物的属性吃尽了苦头，现在他风度翩翩地朝你走来，然后，残了。然后你便可以借着爱的名义掌控他，骄傲地说你不需要依靠任何男人，成为自尊自立自强自爱女性的范本。叹气，写前言的译者太不了解女性心理了。,柴斯卡,454149290
简爱（英文全本）,不幸的童年给了简爱倔强要强的性格，但也给了她敏感自卑的特质。为了自己的所谓尊严，狠心离开，当重见一穷如洗、双目失明的罗切斯特时，她竟觉得两人终于平等，这看似是不计名利的纯洁爱情，实则是为了自己的心安理得。有谁看到了简爱隐藏的可怕？,乐安蓝,33050327
简爱（英文全本）,这是我最讨厌的一本书，没有之一。这是一个心理扭曲的作者YY出来的故事。,vigor绵绵熊,216736688
简爱（英文全本）,从旁人的角度看这种自怨自艾式的玛丽苏可是真心让人厌恶,御手洗街,635353649
简爱（英文全本）,最讨厌的名著吧大概是 “我穷我丑可我有尊严也值得爱” 遇到这种铮铮人格就绕道走。。,安东妮,1332409
简爱（英文全本）,女生必读难道就因为我贫穷、低微、长相平庸、个子矮小，就没有灵魂，也没有心吗？——你错了！——我跟你一样有灵魂，也同样有一颗心！要是上帝曾赐予我一点美貌和大量的财富，我也会让你难以离开我，就像我现在难以离开你一样。每次被人嫌弃就对自己说这句话,螃蟹蟹,401027029
简爱（英文全本）,一直以来，简爱的人生好像都受到很多称赞。追求平等、独立自主，然而我还是不怎么喜欢她的性格。最后因为他的残废选择了原谅，为什么要原谅呢？别跟我说因为爱，要是因为爱，早他好好的你干嘛不和他在一起？说到底也是自卑吧，他健全的时候，觉得自己配不上，选择离开；他残废后，觉得自己的价值得到体现，所以回到他的身边。。。,徐伊景,1146195183
简爱（英文全本）,文艺女青年推倒高富帅大叔的故事。为了显示爱情的纯洁，这位文艺女青年非得等这位大叔家毁人亡，瞎了双眼才和他在一起。据说在中国，很多持简爱思想的姑娘，都不幸成了剩女。,动机在杭州,491578969
简爱（英文全本）,为什么我这么不待见简爱小姐……整个一个蹭得嘞,小岩井,480105390
简爱（英文全本）,我最讨厌的外国小说之一,kathyy,12672281
简爱（英文全本）,高中时候有段时间想看“世界名著”，这是其中一本。其实就是附庸风雅，硬着头皮读完的。,偷油猫,449303103
简爱（英文全本）,一个四十岁的有钱老男人与一个十八岁的孤女以soulmate的形式相恋，而发疯的原配被囚禁和疏离，明明是自愿迎娶的，却硬要说成是被父兄和女方家set up的，同时亲生女儿只能被当做ward寄存在家里，后来还被赶到了寄宿学校，理由又是说不能确定年轻风流时这个孩子是不是自己亲生的。最后孤女仅存的叔父给了她一大笔遗产，而老男人断了手臂、眼睛瞎了，其原配又恰逢其时地死去，于是两人连物质和境遇上的不平等也克服了，可以结合，live happily ever after了。几年前或许我还会轻信这经过包装的爱情，还会喜欢上人物可爱的个性，可现在，我习惯剥离掉所有浪漫的、感人的外皮，去寻求人性的光亮与伟岸，困境中的坚守。于是，我失望了。即使是像St. John这样高大上的人物又如何呢？Jane崇敬，却疏离。,苏芒,752680555
简爱（英文全本）,小三装真爱,人到中年,987403795
简爱（英文全本）,圣约翰是一朵奇葩~,丹朱AI🌵,530441118
简爱（英文全本）,现在看来也是个落了套的爱情故事，然而写的确实神秘而诱人。。。,北溟鱼,16131351
简爱（英文全本）,不喜欢。。。很作的角色,海马,18793585
简爱（英文全本）,这是一个真正的童话．他日如果有孩子，一定要反复讲这个故事给她听,周冲,495270480
简爱（英文全本）,我们的灵魂是平等的，就仿佛我们两人穿过坟墓，站在上帝脚下，彼此平等。,末摘花,1337602001
简爱（英文全本）,中考前夜一夜读完的小说。,乔小囧,259050303
简爱（英文全本）,最早的言情小说～,祥瑞御兔,231447299
达·芬奇密码,这书不能不看，看了也就看了 ,杜边生,23990042
达·芬奇密码,觉得有点扯淡的同时又深深地相信着它。,[已注销],430455069
达·芬奇密码,前半部分很有悬念，后半部分让人“咦，原来是这样……”又是与宗教、神秘主义有关的内容，带些许邪恶和恐怖，但是到中段的时候，文字的吸引力开始慢慢减低，感觉像是有点虎头蛇尾的作品，不算太吸引，但作为畅销书那还算不错……,碧落亦然,45932970
达·芬奇密码,该说什么呢？盛名之下其实难副？,カナのフレンズ,192071094
达·芬奇密码,几年前我看的这本书。。。完全是稀里糊涂。。不知所措。。那个时候的智商理解不了这个,你看起来很美味,553737046
达·芬奇密码,第一次读这种书。作者的写作手法令人叹为观止。故事的时间轴只用了一个晚上。也就是说，整部小说的故事情节都发生在一个惊心动魄的夜晚。,伯爵在城堡,524184763
达·芬奇密码,历史的本质就是一家之言,水白色,226277984
达·芬奇密码,傻逼结尾,袁牧,64417370
达·芬奇密码,一直读到凌晨两点，那时是什么都阻止不了我读完它再睡觉。,锦衣夜行,246085167
达·芬奇密码,文艺复兴时期艺术绘画知识常识读本。。。,我累特,477759420
达·芬奇密码,在图书馆里被翻得稀巴烂的一本书，其畅销程度可见一斑。丹·布朗交叉线索推动的情节实在扣人心弦，而宗教和圣杯的话题更是神秘而危险，符号学象征意义和解密环节也十分有趣，更绝的是整个故事在作者笔下亦真亦假，关于基督教的史料和欧洲的古迹源来是极好的大脑享受。,一凹,434260520
达·芬奇密码,坏在我真不理解耶稣有女朋友的震撼性……,百野,125705133
达·芬奇密码,觉得外国的文学 在情景和气氛上铺设渲染的特别多 而中国的文学大多是靠情节来吸引人,黛安Diane,193616566
达·芬奇密码,在一个连推理小说都能引起信仰风波的年代，我们当思考自己是否装备了足够的知识去捍卫真理。,蘇默,293247373
达·芬奇密码,讀到最后發現被忽悠了，然而，丹的厲害之處就在于讓你心甘情愿的花錢買忽悠……,北溟鱼,26285772
达·芬奇密码,"国外的故事，作家依然在进步。
国内，就不说了吧",无声时代·歌姬,52298996
达·芬奇密码,呃。。。剧情不怎么吸引我，除了有点宗教悬疑在里面,zhizhong,159406558
达·芬奇密码,没有看完，当时很火,欣欣向荣,1370538638
达·芬奇密码,我读过最好的畅销类小说，把畅销小说应有的要素完美结合于一身，令人难以释卷，我原以为天使与魔鬼是丹布朗最高峰，原来不是，我发现我对智力谜题与象征性的研究的抵御力无限趋近负无穷，尽管我始终不理解，雷提彬爵士为啥不一直隐忍到最后，在谜题解开的时候再干净利落一枪一个，把圣杯文件全部带走，非要弄得自己投鼠忌器为人所擒，如果说他是为了楔石，后来他又很轻易的把楔石还给了兰登，作为一个策划若干年的老谋深算者，他最后的举动真是幼稚的可笑，最后断送了自己，不过我不是来看他的，我是来看谜题的，wow，那五环谜题真是迷人，睿智而渊博多幸福啊,神威,482514267
天才在左 疯子在右,带着了解精神病群体的期待看这本书，前几篇还像回事儿，越往后就变成鬼故事和科幻小说了，严重的被愚弄感，读书评才知道这本书最初不过是天涯上鬼话栏目的帖子而已。打着采访手记的旗号，利用精神病患的噱头胡扯，编辑和作者都十分缺德！,熊阿姨,709463990
达·芬奇密码,当时正好是读了这本书又看了《国家宝藏》，我那小小的心啊！直接阴谋论到死啊！从此就信了这世上的坏事都是共济会的错！,明羽波·秀川,593599445
天才在左 疯子在右,这是本起点小说，而不是纪实文学，如果你是一个科幻小说爱好者，会发现太多熟悉的情节和故事，过于神话精神病人了。全书都在编故事，对量子物理有兴趣，不如去看看《上帝掷骰子吗》,warfalcon,368780363
天才在左 疯子在右,这本书证明半吊子这种人最危险。,怪咖研究院长长,550111687
